zip,city,county,region,policies,prior_policies,change_pct,direction,yoy_change_pct,yoy_direction
90501,Torrance,Los Angeles,Southern CA,174,176,-1.1,down,48.7,up
92408,San Bernardino,San Bernardino,Southern CA,174,168,3.6,up,54.1,up
93207,California Hot Springs,Tulare,Northern CA,174,165,5.5,up,0.6,up
93424,Avila Beach,San Luis Obispo,Southern CA,174,162,7.4,up,42.2,up
94070,San Carlos,San Mateo,Northern CA,174,168,3.6,up,79.3,up
94591,Vallejo,Solano,Northern CA,173,168,3.0,up,97.2,up
95570,Trinidad,Humboldt,Northern CA,173,159,8.8,up,51.1,up
95589,Whitethorn,Humboldt,Northern CA,173,170,1.8,up,16.7,up
93651,Prather,Fresno,Northern CA,172,178,-3.4,down,16.8,up
95935,Dobbins,Yuba,Northern CA,172,172,0.0,flat,4.2,up
90804,Long Beach,Los Angeles,Southern CA,171,164,4.3,up,31.7,up
92201,Indio,Riverside,Southern CA,171,176,-2.8,down,122.4,up
93268,Taft,Kern,Southern CA,169,171,-1.2,down,85.2,up
90402,Santa Monica,Los Angeles,Southern CA,168,161,4.3,up,82.0,up
95485,Upper Lake,Lake,Northern CA,168,174,-3.4,down,22.1,up
96101,Alturas,Modoc,Northern CA,168,166,1.2,up,57.0,up
90036,Los Angeles,Los Angeles,Southern CA,167,171,-2.3,down,70.8,up
90305,Inglewood,Los Angeles,Southern CA,167,169,-1.2,down,36.8,up
92104,San Diego,San Diego,Southern CA,166,172,-3.5,down,70.3,up
95251,Vallecito,Calaveras,Northern CA,166,166,0.0,flat,8.7,up
96125,Sierra City,Sierra,Northern CA,166,164,1.2,up,13.3,up
91755,Monterey Park,Los Angeles,Southern CA,165,160,3.1,up,72.1,up
95205,Stockton,San Joaquin,Northern CA,165,160,3.1,up,20.3,up
92691,Mission Viejo,Orange,Southern CA,164,172,-4.7,down,139.1,up
91786,Upland,San Bernardino,Southern CA,163,170,-4.1,down,68.6,up
93203,Arvin,Kern,Southern CA,163,169,-3.6,down,122.1,up
93402,Los Osos,San Luis Obispo,Southern CA,163,159,2.5,up,74.4,up
96064,Montague,Siskiyou,Northern CA,163,157,3.8,up,33.3,up
94544,Hayward,Alameda,Northern CA,162,157,3.2,up,121.4,up
95007,Brookdale,Santa Cruz,Northern CA,162,156,3.8,up,35.8,up
95257,Wilseyville,Calaveras,Northern CA,162,161,0.6,up,-0.6,down
91324,Northridge,Los Angeles,Southern CA,161,166,-3.0,down,70.3,up
92385,Skyforest,San Bernardino,SB Mountains,160,157,1.9,up,27.4,up
94523,Pleasant Hill,Contra Costa,Northern CA,160,164,-2.4,down,73.9,up
94531,Antioch,Contra Costa,Northern CA,160,153,4.6,up,138.2,up
94564,Pinole,Contra Costa,Northern CA,160,155,3.2,up,98.6,up
95454,Laytonville,Mendocino,Northern CA,160,149,7.4,up,3.5,up
95720,Kyburz,El Dorado,Northern CA,160,156,2.6,up,6.8,up
90048,Los Angeles,Los Angeles,Southern CA,159,153,3.9,up,54.5,up
92660,Newport Beach,Orange,Southern CA,159,159,0.0,flat,101.4,up
92653,Laguna Hills,Orange,Southern CA,158,156,1.3,up,65.0,up
93444,Nipomo,San Luis Obispo,Southern CA,158,158,0.0,flat,97.2,up
90604,Whittier,Los Angeles,Southern CA,157,152,3.3,up,42.2,up
94603,Oakland,Alameda,Northern CA,157,149,5.4,up,84.4,up
95469,Potter Valley,Mendocino,Northern CA,157,154,1.9,up,0.6,up
93634,Lakeshore,Fresno,Northern CA,155,149,4.0,up,13.7,up
94704,Berkeley,Alameda,Northern CA,155,146,6.2,up,98.5,up
90024,Los Angeles,Los Angeles,Southern CA,153,160,-4.4,down,113.8,up
96008,Bella Vista,Shasta,Northern CA,153,148,3.4,up,5.3,up
94122,San Francisco,San Francisco,Northern CA,152,141,7.8,up,59.3,up
90038,Los Angeles,Los Angeles,Southern CA,151,145,4.1,up,25.4,up
91730,Rancho Cucamonga,San Bernardino,Southern CA,151,155,-2.6,down,85.1,up
94610,Oakland,Alameda,Northern CA,151,139,8.6,up,146.6,up
95004,Aromas,Monterey,Northern CA,151,146,3.4,up,36.3,up
95345,Midpines,Mariposa,Northern CA,151,152,-0.7,down,4.0,up
96073,Palo Cedro,Shasta,Northern CA,151,143,5.6,up,22.0,up
95441,Geyserville,Sonoma,Northern CA,150,146,2.7,up,13.6,up
94925,Corte Madera,Marin,Northern CA,149,149,0.0,flat,60.0,up
95452,Kenwood,Sonoma,Northern CA,149,155,-3.9,down,103.9,up
91106,Pasadena,Los Angeles,Southern CA,148,141,5.0,up,58.0,up
95405,Santa Rosa,Sonoma,Northern CA,148,142,4.2,up,89.6,up
95563,Salyer,Trinity,Northern CA,148,156,-5.1,down,5.9,up
90710,Harbor City,Los Angeles,Southern CA,147,147,0.0,flat,51.0,up
91759,Mount Baldy,San Bernardino,SB Mountains,147,150,-2.0,down,11.6,up
92008,Carlsbad,San Diego,Southern CA,147,144,2.1,up,77.2,up
95663,Penryn,Placer,Northern CA,147,140,5.0,up,57.0,up
92121,San Diego,San Diego,Southern CA,146,138,5.8,up,109.8,up
95206,Stockton,San Joaquin,Northern CA,146,145,0.7,up,28.7,up
95456,Little River,Mendocino,Northern CA,146,147,-0.7,down,9.2,up
95636,Grizzly Flats,El Dorado,Northern CA,146,145,0.7,up,11.9,up
93463,Solvang,Santa Barbara,Southern CA,144,145,-0.7,down,45.4,up
94567,Pope Valley,Napa,Northern CA,144,145,-0.7,down,4.9,up
96106,Clio,Plumas,Northern CA,144,139,3.6,up,16.2,up
91505,Burbank,Los Angeles,Southern CA,143,151,-5.3,down,55.8,up
92629,Dana Point,Orange,Southern CA,143,142,0.7,up,152.9,up
94582,San Ramon,Contra Costa,Northern CA,143,140,2.1,up,195.6,up
93628,Hume,Fresno,Northern CA,142,142,0.0,flat,20.7,up
92276,Thousand Palms,Riverside,Southern CA,141,143,-1.4,down,217.8,up
92782,Tustin,Orange,Southern CA,141,132,6.8,up,72.1,up
94002,Belmont,San Mateo,Northern CA,141,130,8.5,up,92.7,up
90005,Los Angeles,Los Angeles,Southern CA,140,140,0.0,flat,38.3,up
90035,Los Angeles,Los Angeles,Southern CA,140,141,-0.7,down,82.7,up
90703,Cerritos,Los Angeles,Southern CA,140,141,-0.7,down,59.4,up
91008,Duarte,Los Angeles,Southern CA,140,145,-3.4,down,13.8,up
93591,Palmdale,Los Angeles,Southern CA,139,136,2.2,up,104.8,up
94801,Richmond,Contra Costa,Northern CA,139,144,-3.5,down,30.6,up
92070,Santa Ysabel,San Diego,Southern CA,138,137,0.7,up,8.8,up
92317,Blue Jay,San Bernardino,SB Mountains,138,141,-2.1,down,5.9,up
94134,San Francisco,San Francisco,Northern CA,138,135,2.2,up,100.0,up
93702,Fresno,Fresno,Northern CA,137,131,4.6,up,29.5,up
94590,Vallejo,Solano,Northern CA,137,132,3.8,up,69.1,up
92701,Santa Ana,Orange,Southern CA,136,126,7.9,up,34.8,up
90603,Whittier,Los Angeles,Southern CA,135,120,12.5,up,72.1,up
93657,Sanger,Fresno,Northern CA,135,131,3.1,up,56.2,up
94025,Menlo Park,San Mateo,Northern CA,135,132,2.3,up,166.7,up
95148,San Jose,Santa Clara,Northern CA,135,134,0.7,up,76.7,up
96024,Douglas City,Trinity,Northern CA,135,139,-2.9,down,3.5,up
96027,Etna,Siskiyou,Northern CA,135,134,0.7,up,-9.6,down
90034,Los Angeles,Los Angeles,Southern CA,134,140,-4.3,down,52.2,up
91950,National City,San Diego,Southern CA,134,134,0.0,flat,95.4,up
92075,Solana Beach,San Diego,Southern CA,134,129,3.9,up,79.7,up
93066,Somis,Ventura,Southern CA,134,142,-5.6,down,25.7,up
92805,Anaheim,Orange,Southern CA,133,131,1.5,up,68.5,up
93920,Big Sur,Monterey,Northern CA,133,138,-3.6,down,15.8,up
95735,Twin Bridges,El Dorado,Northern CA,133,128,3.9,up,16.8,up
90249,Gardena,Los Angeles,Southern CA,132,132,0.0,flat,27.8,up
93638,Madera,Madera,Northern CA,132,133,-0.8,down,51.1,up
94939,Larkspur,Marin,Northern CA,132,125,5.6,up,33.7,up
96041,Hayfork,Trinity,Northern CA,132,126,4.8,up,7.8,up
92060,Palomar Mountain,San Diego,Southern CA,131,133,-1.5,down,3.9,up
93454,Santa Maria,Santa Barbara,Southern CA,131,138,-5.1,down,36.0,up
94080,South San Francisco,San Mateo,Northern CA,131,129,1.6,up,168.3,up
94703,Berkeley,Alameda,Northern CA,131,131,0.0,flat,61.0,up
91763,Montclair,San Bernardino,Southern CA,128,127,0.8,up,26.3,up
93313,Bakersfield,Kern,Southern CA,128,129,-0.8,down,51.7,up
94609,Oakland,Alameda,Northern CA,128,124,3.2,up,71.4,up
95306,Catheys Valley,Mariposa,Northern CA,126,126,0.0,flat,6.9,up
92282,Whitewater,Riverside,Southern CA,125,125,0.0,flat,49.3,up
94114,San Francisco,San Francisco,Northern CA,125,128,-2.3,down,103.6,up
95651,Lotus,El Dorado,Northern CA,125,130,-3.8,down,13.3,up
95981,Strawberry Valley,Yuba,Northern CA,125,126,-0.8,down,4.0,up
92801,Anaheim,Orange,Southern CA,124,129,-3.9,down,91.2,up
93501,Mojave,Kern,Southern CA,124,115,7.8,up,69.8,up
94020,La Honda,San Mateo,Northern CA,124,124,0.0,flat,19.8,up
95916,Berry Creek,Butte,Northern CA,124,123,0.8,up,15.5,up
91108,San Marino,Los Angeles,Southern CA,123,125,-1.6,down,43.3,up
92123,San Diego,San Diego,Southern CA,123,118,4.2,up,95.1,up
94060,Pescadero,San Mateo,Northern CA,123,114,7.9,up,11.3,up
95112,San Jose,Santa Clara,Northern CA,123,124,-0.8,down,24.4,up
91775,San Gabriel,Los Angeles,Southern CA,122,123,-0.8,down,56.0,up
93517,Bridgeport,Mono,Northern CA,122,117,4.3,up,28.3,up
90066,Los Angeles,Los Angeles,Southern CA,121,126,-4.0,down,47.3,up
92108,San Diego,San Diego,Southern CA,121,114,6.1,up,120.0,up
94117,San Francisco,San Francisco,Northern CA,121,117,3.4,up,127.1,up
94920,Belvedere Tiburon,Marin,Northern CA,121,120,0.8,up,96.0,up
91020,Montrose,Los Angeles,Southern CA,120,125,-4.0,down,54.5,up
92612,Irvine,Orange,Southern CA,120,114,5.3,up,156.8,up
92843,Garden Grove,Orange,Southern CA,120,121,-0.8,down,159.1,up
93669,Wishon,Madera,Northern CA,120,120,0.0,flat,10.1,up
94510,Benicia,Solano,Northern CA,120,123,-2.4,down,126.5,up
94607,Oakland,Alameda,Northern CA,120,123,-2.4,down,50.0,up
95714,Dutch Flat,Placer,Northern CA,120,116,3.4,up,12.0,up
93706,Fresno,Fresno,Northern CA,119,120,-0.8,down,21.4,up
94521,Concord,Contra Costa,Northern CA,119,114,4.4,up,94.6,up
94547,Hercules,Contra Costa,Northern CA,119,120,-0.8,down,94.2,up
92110,San Diego,San Diego,Southern CA,118,117,0.9,up,156.1,up
95560,Redway,Humboldt,Northern CA,118,119,-0.8,down,9.8,up
95960,North San Juan,Nevada,Northern CA,118,120,-1.7,down,8.6,up
93531,Keene,Kern,Southern CA,117,113,3.5,up,4.7,up
94525,Crockett,Contra Costa,Northern CA,117,111,5.4,up,106.2,up
94528,Diablo,Contra Costa,Northern CA,117,119,-1.7,down,123.1,up
92708,Fountain Valley,Orange,Southern CA,116,115,0.9,up,89.1,up
94596,Walnut Creek,Contra Costa,Northern CA,116,110,5.5,up,84.0,up
94923,Bodega Bay,Sonoma,Northern CA,116,113,2.7,up,93.8,up
95492,Windsor,Sonoma,Northern CA,116,117,-0.9,down,77.5,up
93636,Madera,Madera,Northern CA,115,120,-4.2,down,52.7,up
94402,San Mateo,San Mateo,Northern CA,115,112,2.7,up,55.6,up
95465,Occidental,Sonoma,Northern CA,115,105,9.5,up,8.8,up
92363,Needles,San Bernardino,Southern CA,114,110,3.6,up,131.8,up
93004,Ventura,Ventura,Southern CA,114,119,-4.2,down,73.3,up
94116,San Francisco,San Francisco,Northern CA,114,111,2.7,up,79.6,up
94121,San Francisco,San Francisco,Northern CA,114,112,1.8,up,66.7,up
93653,Raymond,Madera,Northern CA,113,112,0.9,up,10.1,up
94597,Walnut Creek,Contra Costa,Northern CA,113,117,-3.4,down,59.4,up
90012,Los Angeles,Los Angeles,Southern CA,111,108,2.8,up,17.2,up
91607,Valley Village,Los Angeles,Southern CA,111,108,2.8,up,84.5,up
94030,Millbrae,San Mateo,Northern CA,111,112,-0.9,down,66.1,up
95554,Myers Flat,Humboldt,Northern CA,111,109,1.8,up,-4.0,down
90405,Santa Monica,Los Angeles,Southern CA,110,115,-4.3,down,80.0,up
90803,Long Beach,Los Angeles,Southern CA,110,111,-0.9,down,58.9,up
92083,Vista,San Diego,Southern CA,110,113,-2.7,down,94.9,up
93442,Morro Bay,San Luis Obispo,Southern CA,110,110,0.0,flat,110.4,up
94539,Fremont,Alameda,Northern CA,110,111,-0.9,down,89.8,up
95035,Milpitas,Santa Clara,Northern CA,109,109,0.0,flat,124.5,up
91303,Canoga Park,Los Angeles,Southern CA,108,115,-6.1,down,25.6,up
94131,San Francisco,San Francisco,Northern CA,108,107,0.9,up,85.5,up
91942,La Mesa,San Diego,Southern CA,107,112,-4.5,down,145.5,up
92870,Placentia,Orange,Southern CA,107,111,-3.6,down,131.2,up
96096,Whitmore,Shasta,Northern CA,107,112,-4.5,down,13.5,up
92203,Indio,Riverside,Southern CA,106,99,7.1,up,116.7,up
92274,Thermal,Riverside,Southern CA,106,104,1.9,up,90.4,up
95543,Gasquet,Del Norte,Northern CA,106,106,0.0,flat,16.5,up
95562,Rio Dell,Humboldt,Northern CA,106,100,6.0,up,94.4,up
90807,Long Beach,Los Angeles,Southern CA,105,103,1.9,up,46.3,up
93312,Bakersfield,Kern,Southern CA,105,97,8.2,up,69.2,up
92841,Garden Grove,Orange,Southern CA,104,100,4.0,up,116.3,up
94536,Fremont,Alameda,Northern CA,104,112,-7.1,down,86.4,up
95947,Greenville,Plumas,Northern CA,104,102,2.0,up,4.3,up
90502,Torrance,Los Angeles,Southern CA,103,109,-5.5,down,75.0,up
91506,Burbank,Los Angeles,Southern CA,103,104,-1.0,down,35.7,up
94533,Fairfield,Solano,Northern CA,103,114,-9.6,down,120.0,up
94709,Berkeley,Alameda,Northern CA,103,100,3.0,up,145.7,up
90230,Culver City,Los Angeles,Southern CA,102,108,-5.6,down,54.3,up
90621,Buena Park,Orange,Southern CA,102,98,4.1,up,66.0,up
92227,Brawley,Imperial,Southern CA,102,98,4.1,up,17.3,up
94118,San Francisco,San Francisco,Northern CA,102,98,4.1,up,67.9,up
96047,Igo,Shasta,Northern CA,102,106,-3.8,down,17.2,up
96069,Oak Run,Shasta,Northern CA,102,104,-1.9,down,14.4,up
92840,Garden Grove,Orange,Southern CA,101,99,2.0,up,113.0,up
93040,Piru,Ventura,Southern CA,101,94,7.4,up,114.7,up
96118,Loyalton,Sierra,Northern CA,101,97,4.1,up,29.9,up
90015,Los Angeles,Los Angeles,Southern CA,100,99,1.0,up,25.6,up
94587,Union City,Alameda,Northern CA,100,104,-3.8,down,94.3,up
91945,Lemon Grove,San Diego,Southern CA,99,98,1.0,up,130.0,up
94598,Walnut Creek,Contra Costa,Northern CA,99,96,3.1,up,110.9,up
95135,San Jose,Santa Clara,Northern CA,99,91,8.8,up,113.9,up
95828,Sacramento,Sacramento,Northern CA,99,103,-3.9,down,107.8,up
96061,Mill Creek,Tehama,Northern CA,99,99,0.0,flat,5.5,up
90701,Artesia,Los Angeles,Southern CA,97,92,5.4,up,17.1,up
90715,Lakewood,Los Angeles,Southern CA,97,95,2.1,up,28.6,up
90716,Hawaiian Gardens,Los Angeles,Southern CA,97,92,5.4,up,19.5,up
92109,San Diego,San Diego,Southern CA,97,98,-1.0,down,46.9,up
92646,Huntington Beach,Orange,Southern CA,97,103,-5.8,down,88.5,up
91723,Covina,Los Angeles,Southern CA,96,95,1.1,up,93.8,up
92210,Indian Wells,Riverside,Southern CA,96,96,0.0,flat,123.5,up
93451,San Miguel,San Luis Obispo,Southern CA,96,95,1.1,up,25.0,up
90266,Manhattan Beach,Los Angeles,Southern CA,95,90,5.6,up,82.4,up
95045,San Juan Bautista,San Benito,Northern CA,95,94,1.1,up,69.8,up
95936,Downieville,Sierra,Northern CA,95,94,1.1,up,10.2,up
91411,Van Nuys,Los Angeles,Southern CA,94,98,-4.1,down,26.5,up
92004,Borrego Springs,San Diego,Southern CA,94,97,-3.1,down,100.0,up
93553,Pearblossom,Los Angeles,Southern CA,94,87,8.0,up,23.9,up
93623,Fish Camp,Mariposa,Northern CA,94,94,0.0,flat,27.4,up
94561,Oakley,Contra Costa,Northern CA,94,91,3.3,up,81.2,up
95215,Stockton,San Joaquin,Northern CA,94,91,3.3,up,55.7,up
95450,Jenner,Sonoma,Northern CA,94,94,0.0,flat,-3.1,down
95930,Clipper Mills,Butte,Northern CA,94,94,0.0,flat,-5.1,down
90680,Stanton,Orange,Southern CA,93,92,1.1,up,178.1,up
92268,Pioneertown,San Bernardino,Southern CA,93,93,0.0,flat,40.7,up
95041,Mount Hermon,Santa Cruz,Northern CA,93,95,-2.1,down,27.4,up
95922,Camptonville,Yuba,Northern CA,93,99,-6.1,down,0.0,flat
96065,Montgomery Creek,Shasta,Northern CA,93,98,-5.1,down,11.6,up
91203,Glendale,Los Angeles,Southern CA,92,88,4.5,up,68.9,up
95466,Philo,Mendocino,Northern CA,92,90,2.2,up,11.1,up
90717,Lomita,Los Angeles,Southern CA,91,92,-1.1,down,46.0,up
91101,Pasadena,Los Angeles,Southern CA,91,89,2.2,up,60.4,up
93527,Inyokern,Kern,Southern CA,91,86,5.8,up,68.0,up
95747,Roseville,Placer,Northern CA,91,87,4.6,up,192.0,up
90278,Redondo Beach,Los Angeles,Southern CA,90,90,0.0,flat,111.6,up
93301,Bakersfield,Kern,Southern CA,90,91,-1.1,down,42.6,up
93311,Bakersfield,Kern,Southern CA,90,83,8.4,up,132.4,up
94702,Berkeley,Alameda,Northern CA,90,86,4.7,up,36.7,up
90211,Beverly Hills,Los Angeles,Southern CA,89,88,1.1,up,70.0,up
93274,Tulare,Tulare,Northern CA,89,88,1.1,up,26.5,up
95415,Boonville,Mendocino,Northern CA,89,88,1.1,up,11.8,up
95677,Rocklin,Placer,Northern CA,89,92,-3.3,down,116.7,up
94586,Sunol,Alameda,Northern CA,88,91,-3.3,down,25.7,up
94954,Petaluma,Sonoma,Northern CA,88,85,3.5,up,43.8,up
90630,Cypress,Orange,Southern CA,87,89,-2.2,down,126.2,up
91602,North Hollywood,Los Angeles,Southern CA,87,89,-2.2,down,65.5,up
95123,San Jose,Santa Clara,Northern CA,87,83,4.8,up,85.0,up
96028,Fall River Mills,Shasta,Northern CA,87,87,0.0,flat,14.5,up
90025,Los Angeles,Los Angeles,Southern CA,86,85,1.2,up,66.7,up
91917,Dulzura,San Diego,Southern CA,86,86,0.0,flat,5.3,up
93427,Buellton,Santa Barbara,Southern CA,86,81,6.2,up,25.8,up
95407,Santa Rosa,Sonoma,Northern CA,86,96,-10.4,down,22.0,up
96124,Calpine,Sierra,Northern CA,86,83,3.6,up,-3.6,down
93109,Santa Barbara,Santa Barbara,Southern CA,85,88,-3.4,down,95.2,up
93230,Hanford,Kings,Northern CA,85,89,-4.5,down,67.7,up
94127,San Francisco,San Francisco,Northern CA,85,83,2.4,up,49.0,up
94550,Livermore,Alameda,Northern CA,85,84,1.2,up,62.0,up
95122,San Jose,Santa Clara,Northern CA,85,86,-1.2,down,93.5,up
90277,Redondo Beach,Los Angeles,Southern CA,84,86,-2.3,down,62.5,up
91963,Potrero,San Diego,Southern CA,84,85,-1.2,down,6.5,up
93035,Oxnard,Ventura,Southern CA,84,81,3.7,up,94.7,up
93291,Visalia,Tulare,Northern CA,84,90,-6.7,down,37.9,up
96059,Manton,Tehama,Northern CA,84,81,3.7,up,,new
92059,Pala,San Diego,Southern CA,83,80,3.8,up,4.8,up
93633,Kings Canyon National Pk,Fresno,Northern CA,83,83,0.0,flat,6.5,up
94124,San Francisco,San Francisco,Northern CA,83,84,-1.2,down,29.0,up
90505,Torrance,Los Angeles,Southern CA,82,83,-1.2,down,102.7,up
91931,Guatay,San Diego,Southern CA,82,84,-2.4,down,9.7,up
92139,San Diego,San Diego,Southern CA,82,80,2.5,up,97.6,up
92242,Earp,San Bernardino,Southern CA,82,89,-7.9,down,158.3,up
92604,Irvine,Orange,Southern CA,82,79,3.8,up,75.0,up
93432,Creston,San Luis Obispo,Southern CA,82,81,1.2,up,18.1,up
95410,Albion,Mendocino,Northern CA,82,82,0.0,flat,8.5,up
90064,Los Angeles,Los Angeles,Southern CA,81,79,2.5,up,50.8,up
92107,San Diego,San Diego,Southern CA,81,81,0.0,flat,36.9,up
93933,Marina,Monterey,Northern CA,81,74,9.5,up,42.0,up
90292,Marina Del Rey,Los Angeles,Southern CA,80,79,1.3,up,175.9,up
90620,Buena Park,Orange,Southern CA,80,83,-3.6,down,74.5,up
90814,Long Beach,Los Angeles,Southern CA,80,75,6.7,up,57.1,up
92211,Palm Desert,Riverside,Southern CA,80,80,0.0,flat,74.4,up
92342,Helendale,San Bernardino,Southern CA,80,76,5.3,up,52.3,up
95132,San Jose,Santa Clara,Northern CA,80,73,9.6,up,115.2,up
95204,Stockton,San Joaquin,Northern CA,80,82,-2.4,down,59.6,up
95914,Bangor,Butte,Northern CA,80,84,-4.8,down,20.8,up
96087,Shasta,Shasta,Northern CA,80,78,2.6,up,38.9,up
93215,Delano,Kern,Southern CA,79,80,-1.2,down,47.1,up
95449,Hopland,Mendocino,Northern CA,79,76,3.9,up,10.9,up
96044,Hornbrook,Siskiyou,Northern CA,79,76,3.9,up,56.5,up
95046,San Martin,Santa Clara,Northern CA,78,84,-7.1,down,65.1,up
95062,Santa Cruz,Santa Cruz,Northern CA,78,83,-6.0,down,121.1,up
95203,Stockton,San Joaquin,Northern CA,78,78,0.0,flat,22.4,up
95361,Oakdale,Stanislaus,Northern CA,78,77,1.3,up,51.1,up
95941,Forbestown,Butte,Northern CA,78,76,2.6,up,8.1,up
96071,Old Station,Shasta,Northern CA,78,71,9.9,up,12.1,up
93067,Summerland,Santa Barbara,Southern CA,77,81,-4.9,down,68.8,up
93544,Llano,Los Angeles,Southern CA,77,78,-1.3,down,23.6,up
96039,Happy Camp,Siskiyou,Northern CA,77,79,-2.5,down,3.8,up
94559,Napa,Napa,Northern CA,76,70,8.6,up,20.0,up
95956,Meadow Valley,Plumas,Northern CA,76,78,-2.6,down,1.4,up
90403,Santa Monica,Los Angeles,Southern CA,75,77,-2.6,down,138.2,up
93727,Fresno,Fresno,Northern CA,75,72,4.2,up,36.0,up
94578,San Leandro,Alameda,Northern CA,75,81,-7.4,down,102.7,up
90732,San Pedro,Los Angeles,Southern CA,74,74,0.0,flat,73.8,up
91204,Glendale,Los Angeles,Southern CA,74,76,-2.6,down,43.1,up
92101,San Diego,San Diego,Southern CA,74,77,-3.9,down,82.9,up
92365,Newberry Springs,San Bernardino,Southern CA,74,69,7.2,up,91.4,up
92648,Huntington Beach,Orange,Southern CA,74,77,-3.9,down,124.3,up
93286,Woodlake,Tulare,Northern CA,74,70,5.7,up,107.7,up
94951,Penngrove,Sonoma,Northern CA,74,77,-3.9,down,35.2,up
95715,Emigrant Gap,Placer,Northern CA,74,73,1.4,up,1.4,up
90712,Lakewood,Los Angeles,Southern CA,73,71,2.8,up,32.1,up
92173,San Ysidro,San Diego,Southern CA,73,75,-2.7,down,172.0,up
92236,Coachella,Riverside,Southern CA,73,69,5.8,up,75.8,up
92627,Costa Mesa,Orange,Southern CA,73,74,-1.4,down,123.5,up
93241,Lamont,Kern,Southern CA,73,63,15.9,up,137.5,up
94706,Albany,Alameda,Northern CA,73,75,-2.7,down,65.2,up
95116,San Jose,Santa Clara,Northern CA,73,77,-5.2,down,61.4,up
95525,Blue Lake,Humboldt,Northern CA,73,69,5.8,up,29.3,up
96063,Mineral,Plumas,Northern CA,73,73,0.0,flat,1.3,up
90057,Los Angeles,Los Angeles,Southern CA,72,75,-4.0,down,23.3,up
93036,Oxnard,Ventura,Southern CA,72,80,-10.0,down,63.8,up
93722,Fresno,Fresno,Northern CA,72,71,1.4,up,26.9,up
93927,Greenfield,Monterey,Northern CA,72,76,-5.3,down,5.6,up
95351,Modesto,Stanislaus,Northern CA,72,74,-2.7,down,86.0,up
90404,Santa Monica,Los Angeles,Southern CA,71,78,-9.0,down,81.0,up
95138,San Jose,Santa Clara,Northern CA,71,78,-9.0,down,87.8,up
96048,Junction City,Trinity,Northern CA,71,66,7.6,up,8.6,up
90045,Los Angeles,Los Angeles,Southern CA,70,79,-11.4,down,102.7,up
92267,Parker Dam,San Bernardino,Southern CA,70,61,14.8,up,127.3,up
93030,Oxnard,Ventura,Southern CA,70,70,0.0,flat,118.2,up
93277,Visalia,Tulare,Northern CA,70,67,4.5,up,83.8,up
93458,Santa Maria,Santa Barbara,Southern CA,70,83,-15.7,down,129.5,up
94027,Atherton,San Mateo,Northern CA,70,72,-2.8,down,56.4,up
95923,Canyon Dam,Plumas,Northern CA,70,68,2.9,up,1.5,up
94061,Redwood City,San Mateo,Northern CA,69,64,7.8,up,87.5,up
95524,Bayside,Humboldt,Northern CA,69,59,16.9,up,31.6,up
95527,Burnt Ranch,Trinity,Northern CA,69,64,7.8,up,0.0,flat
95528,Carlotta,Humboldt,Northern CA,69,65,6.2,up,13.3,up
92007,Cardiff By The Sea,San Diego,Southern CA,68,68,0.0,flat,142.9,up
92625,Corona Del Mar,Orange,Southern CA,68,66,3.0,up,116.7,up
92806,Anaheim,Orange,Southern CA,68,70,-2.9,down,106.5,up
95820,Sacramento,Sacramento,Northern CA,68,63,7.9,up,53.8,up
95822,Sacramento,Sacramento,Northern CA,68,66,3.0,up,47.1,up
92780,Tustin,Orange,Southern CA,67,78,-14.1,down,115.0,up
93640,Mendota,Fresno,Northern CA,67,66,1.5,up,0.0,flat
90020,Los Angeles,Los Angeles,Southern CA,66,66,0.0,flat,57.5,up
90670,Santa Fe Springs,Los Angeles,Southern CA,66,65,1.5,up,40.4,up
94973,Woodacre,Marin,Northern CA,66,65,1.5,up,21.2,up
95724,Norden,Placer,Northern CA,66,71,-7.0,down,21.1,up
96062,Millville,Shasta,Northern CA,66,64,3.1,up,30.8,up
90232,Culver City,Los Angeles,Southern CA,65,62,4.8,up,36.6,up
93637,Madera,Madera,Northern CA,65,64,1.6,up,32.4,up
94123,San Francisco,San Francisco,Northern CA,65,65,0.0,flat,66.7,up
94956,Point Reyes Station,Marin,Northern CA,65,64,1.6,up,37.3,up
95683,Sloughhouse,Sacramento,Northern CA,65,70,-7.1,down,84.4,up
95823,Sacramento,Sacramento,Northern CA,65,68,-4.4,down,89.7,up
96016,Cassel,Shasta,Northern CA,65,68,-4.4,down,-3.2,down
93441,Los Olivos,Santa Barbara,Southern CA,64,65,-1.5,down,25.0,up
95136,San Jose,Santa Clara,Northern CA,64,65,-1.5,down,195.2,up
95207,Stockton,San Joaquin,Northern CA,64,57,12.3,up,58.8,up
95363,Patterson,Stanislaus,Northern CA,64,60,6.7,up,66.7,up
95624,Elk Grove,Sacramento,Northern CA,64,64,0.0,flat,117.2,up
93221,Exeter,Tulare,Northern CA,63,61,3.3,up,67.7,up
94303,Palo Alto,San Mateo,Northern CA,63,59,6.8,up,113.8,up
95012,Castroville,Monterey,Northern CA,63,63,0.0,flat,110.7,up
95121,San Jose,Santa Clara,Northern CA,63,64,-1.6,down,62.5,up
95694,Winters,Yolo,Northern CA,63,57,10.5,up,10.9,up
90028,Los Angeles,Los Angeles,Southern CA,62,66,-6.1,down,112.1,up
90248,Gardena,Los Angeles,Southern CA,62,64,-3.1,down,28.8,up
93210,Coalinga,Fresno,Northern CA,62,63,-1.6,down,100.0,up
