effective_date,geo_type,geo_id,geo_name,status,source_id
2025-03-06,zip,95728,95728,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95947,95947,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96011,96011,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96055,96055,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96101,96101,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96140,96140,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95428,95428,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95503,95503,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95564,95564,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95656,95656,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95735,95735,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95948,95948,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96013,96013,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96056,96056,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96103,96103,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,96141,96141,distressed,cdi_distressed_geographies_2025
2025-03-06,zip,95429,95429,distressed,cdi_distressed_geographies_2025
