zip,county,fair_plan_flag,cdi_flag,agree,fhsz_high_pct,total_policies_2023,fair_policies_current,penetration_pct,meets_criteria
95640,Amador,1,1,1,79.8,3377,450,13.3,0
95641,Sacramento,0,0,1,0.0,592,12,2.0,0
95642,Amador,1,1,1,90.0,2552,626,24.5,1
95645,Sutter,0,0,1,0.0,322,1,0.3,0
95648,Placer,1,1,1,34.7,22053,293,1.3,0
95650,Placer,1,1,1,29.2,4498,714,15.9,1
95651,El Dorado,1,1,1,84.7,258,125,48.4,1
95653,Yolo,0,0,1,0.0,112,1,0.9,0
95655,Sacramento,0,0,1,0.0,1265,3,0.2,0
95658,Placer,1,1,1,80.7,2327,637,27.4,1
95660,Sacramento,0,0,1,0.0,7783,29,0.4,0
95661,Placer,1,1,1,0.0,9371,19,0.2,0
95662,Sacramento,0,0,1,0.0,10508,27,0.3,0
95663,Placer,1,1,1,42.1,932,147,15.8,1
95664,El Dorado,1,1,1,70.0,445,311,69.9,1
95665,Amador,1,1,1,93.4,1754,1135,64.7,1
95666,Amador,1,1,1,53.7,3185,2211,69.4,1
95667,El Dorado,1,1,1,78.8,12369,7374,59.6,1
95668,Sutter,0,0,1,0.0,151,2,1.3,0
95669,Amador,1,1,1,93.4,958,338,35.3,1
95670,Sacramento,0,0,1,0.0,14210,57,0.4,0
95672,El Dorado,1,1,1,80.9,1552,692,44.6,1
95673,Sacramento,0,0,1,0.0,4521,29,0.6,0
95674,Sutter,0,0,1,0.0,160,3,1.9,0
95677,Placer,1,1,1,0.0,8452,89,1.1,0
95678,Placer,1,1,1,0.0,11850,23,0.2,0
95679,Yolo,1,1,1,30.0,29,8,27.6,1
95681,Placer,1,1,1,7.9,396,20,5.1,0
95682,El Dorado,1,1,1,93.6,8810,2565,29.1,1
95683,Sacramento,0,0,1,39.6,2623,65,2.5,0
95684,El Dorado,1,1,1,65.8,1250,763,61.0,1
95685,Amador,1,1,1,87.7,1803,606,33.6,1
95686,San Joaquin,0,0,1,0.0,200,2,1.0,0
95687,Solano,0,0,1,0.5,18586,47,0.3,0
95688,Solano,0,0,1,61.3,11726,237,2.0,0
95689,Amador,1,1,1,93.0,684,395,57.7,1
95690,Sacramento,0,0,1,0.0,469,4,0.9,0
95691,Yolo,0,0,1,0.0,10969,24,0.2,0
95692,Yuba,0,0,1,14.5,1398,33,2.4,0
95693,Sacramento,0,0,1,0.7,2245,25,1.1,0
95694,Yolo,0,0,1,47.6,2743,63,2.3,0
95695,Yolo,0,0,1,0.0,9318,14,0.2,0
95698,Yolo,0,0,1,0.0,55,1,1.8,0
95699,Amador,1,1,1,99.9,48,24,50.0,1
95701,Placer,1,1,1,81.9,427,292,68.4,1
95703,Placer,1,1,1,53.9,641,384,59.9,1
95709,El Dorado,1,1,1,82.0,1769,1074,60.7,1
95713,Placer,1,1,1,69.2,3192,2001,62.7,1
95714,Placer,1,1,1,91.1,203,120,59.1,1
95715,Placer,1,1,1,54.3,136,74,54.4,1
95717,Placer,1,1,1,69.9,83,50,60.2,1
95720,El Dorado,1,1,1,10.6,333,160,48.0,1
95721,El Dorado,1,1,1,10.5,123,54,43.9,1
95722,Placer,1,1,1,93.4,1916,1322,69.0,1
95724,Placer,1,1,1,41.0,160,66,41.2,1
95726,El Dorado,1,1,1,48.7,3760,2688,71.5,1
95728,Nevada,1,1,1,69.4,1114,543,48.7,1
95735,El Dorado,1,1,1,1.1,321,133,41.4,1
95736,Placer,1,1,1,100.0,96,13,13.5,0
95742,Sacramento,0,0,1,0.0,6436,40,0.6,0
95746,Placer,1,1,1,12.1,7838,706,9.0,0
95747,Placer,1,1,1,0.0,29740,91,0.3,0
95757,Sacramento,0,0,1,0.0,15888,44,0.3,0
95758,Sacramento,0,0,1,0.0,18694,60,0.3,0
95762,El Dorado,1,1,1,44.8,16900,1697,10.0,0
95765,Placer,1,1,1,0.0,12115,32,0.3,0
95776,Yolo,0,0,1,0.0,7154,20,0.3,0
95811,Sacramento,0,0,1,0.0,872,13,1.5,0
95814,Sacramento,0,1,0,0.0,607,7,1.2,0
95815,Sacramento,0,0,1,0.0,5253,50,1.0,0
95816,Sacramento,0,0,1,0.0,4235,25,0.6,0
95817,Sacramento,0,0,1,0.0,4395,28,0.6,0
95818,Sacramento,0,0,1,0.0,7152,40,0.6,0
95819,Sacramento,0,0,1,0.0,7091,8,0.1,0
95820,Sacramento,0,0,1,0.0,11075,68,0.6,0
95821,Sacramento,0,0,1,0.0,8057,17,0.2,0
95822,Sacramento,0,0,1,0.0,13109,68,0.5,0
95823,Sacramento,0,0,1,0.0,15507,65,0.4,0
95824,Sacramento,0,0,1,0.0,6145,37,0.6,0
95825,Sacramento,0,0,1,0.0,3070,15,0.5,0
95826,Sacramento,0,0,1,0.0,9946,18,0.2,0
95827,Sacramento,0,0,1,0.0,5370,22,0.4,0
95828,Sacramento,0,0,1,0.0,15619,99,0.6,0
95829,Sacramento,0,0,1,0.0,9636,51,0.5,0
95830,Sacramento,0,0,1,0.0,251,4,1.6,0
95831,Sacramento,0,0,1,0.0,12683,14,0.1,0
95832,Sacramento,0,0,1,0.0,2536,15,0.6,0
95833,Sacramento,0,0,1,0.0,8883,28,0.3,0
95834,Sacramento,0,0,1,0.0,8342,11,0.1,0
95835,Sacramento,0,0,1,0.0,12281,22,0.2,0
95837,Sacramento,0,0,1,0.0,104,4,3.8,0
95838,Sacramento,0,0,1,0.0,9107,60,0.7,0
95841,Sacramento,0,0,1,0.0,3673,23,0.6,0
95842,Sacramento,0,0,1,0.0,7419,15,0.2,0
95843,Sacramento,0,0,1,0.0,12362,10,0.1,0
95864,Sacramento,0,0,1,0.0,8708,19,0.2,0
95901,Yuba,0,0,1,26.6,8656,266,3.1,0
95910,Sierra,1,1,1,34.8,23,9,39.1,1
95912,Colusa,0,0,1,20.6,1054,11,1.0,0
95914,Butte,1,1,1,98.5,208,80,38.5,1
95915,Plumas,1,1,1,3.7,1,2,200.0,1
95916,Butte,1,1,1,58.5,225,124,55.1,1
95917,Butte,1,1,1,0.0,873,7,0.8,0
95918,Yuba,0,0,1,97.6,780,208,26.7,1
95919,Yuba,1,1,1,97.0,354,261,73.7,1
95920,Glenn,0,0,1,0.0,30,1,3.3,0
95922,Yuba,1,1,1,31.7,170,93,54.7,1
95923,Plumas,1,1,1,14.4,136,70,51.5,1
95925,Yuba,1,1,1,53.8,73,43,58.9,1
95926,Butte,1,1,1,0.0,9345,47,0.5,0
95928,Butte,1,1,1,25.7,9314,279,3.0,0
95930,Butte,1,1,1,70.8,62,94,151.6,1
95932,Colusa,0,0,1,0.0,1963,18,0.9,0
95934,Plumas,1,1,1,38.4,82,19,23.2,1
95935,Yuba,1,1,1,88.1,261,172,65.9,1
95936,Sierra,1,1,1,12.4,182,95,52.2,1
95937,Yolo,1,1,1,20.2,358,3,0.8,0
95938,Butte,1,1,1,0.0,1066,10,0.9,0
95939,Glenn,1,1,1,54.6,75,10,13.3,0
95941,Butte,1,1,1,79.3,133,78,58.6,1
95942,Butte,1,1,1,72.3,724,454,62.7,1
95944,Sierra,1,1,1,24.3,19,10,52.6,1
95945,Nevada,1,1,1,88.0,8134,4190,51.5,1
95946,Nevada,1,1,1,93.9,4226,1789,42.3,1
95947,Plumas,1,1,1,35.4,427,104,24.4,1
95948,Butte,1,1,1,0.0,2726,17,0.6,0
95949,Nevada,1,1,1,98.0,7690,4923,64.0,1
95951,Glenn,0,0,1,0.0,553,3,0.5,0
95953,Sutter,0,0,1,0.0,2643,13,0.5,0
95954,Butte,1,1,1,78.5,2952,2075,70.3,1
95956,Plumas,1,1,1,7.9,250,76,30.4,1
95957,Sutter,0,0,1,0.0,125,2,1.6,0
95959,Nevada,1,1,1,68.6,7221,4724,65.4,1
95960,Nevada,1,1,1,63.5,195,118,60.5,1
95961,Yuba,0,0,1,0.0,8838,23,0.3,0
95962,Yuba,1,1,1,98.8,440,270,61.4,1
95963,Glenn,0,0,1,32.5,3760,47,1.2,0
95965,Butte,1,1,1,41.1,4535,619,13.6,0
95966,Butte,1,1,1,79.2,9001,3006,33.4,1
95968,Butte,1,1,1,0.0,391,48,12.3,0
95969,Butte,1,1,1,96.6,4294,1987,46.3,1
95970,Colusa,0,0,1,0.0,107,4,3.7,0
95971,Plumas,1,1,1,35.6,2258,606,26.8,1
95972,Yuba,1,1,1,,54,33,61.1,0
95973,Butte,1,1,1,64.3,10693,216,2.0,0
95975,Nevada,1,1,1,87.6,593,410,69.1,1
95977,Nevada,1,1,1,97.2,556,280,50.4,1
95979,Colusa,1,1,1,50.1,250,31,12.4,0
95981,Yuba,0,0,1,48.7,350,125,35.7,1
95982,Sutter,0,0,1,0.0,1083,7,0.6,0
95983,Plumas,1,1,1,19.1,213,40,18.8,1
95984,Plumas,1,1,1,19.6,42,20,47.6,1
95987,Colusa,0,0,1,54.4,1296,7,0.5,0
95988,Glenn,0,0,1,42.7,2102,12,0.6,0
95991,Sutter,0,0,1,0.0,9569,44,0.5,0
95993,Sutter,0,0,1,0.0,10094,35,0.3,0
96001,Shasta,1,1,1,56.5,11294,893,7.9,0
96002,Shasta,1,1,1,17.1,9905,297,3.0,0
96003,Shasta,1,1,1,43.1,13404,1628,12.1,0
96006,Modoc,1,1,1,22.4,164,20,12.2,0
96007,Shasta,1,1,1,77.3,6979,845,12.1,0
96008,Shasta,1,1,1,93.9,420,153,36.4,1
96009,Lassen,1,1,1,29.9,119,13,10.9,0
96010,Trinity,1,1,1,1.4,42,23,54.8,1
96013,Shasta,1,1,1,72.7,1357,287,21.1,1
96014,Siskiyou,1,1,1,70.6,74,30,40.5,1
96015,Modoc,1,1,1,24.0,67,13,19.4,1
96016,Shasta,1,1,1,39.2,185,65,35.1,1
96017,Shasta,1,1,1,53.4,115,40,34.8,1
96019,Shasta,1,1,1,83.9,3437,458,13.3,0
96020,Plumas,1,1,1,31.5,1486,368,24.8,1
96021,Tehama,1,1,1,46.0,3731,269,7.2,0
96022,Tehama,1,1,1,92.7,5223,816,15.6,1
96023,Siskiyou,1,1,1,34.7,312,24,7.7,0
96024,Trinity,1,1,1,67.4,330,135,40.9,1
96025,Siskiyou,1,1,1,57.7,952,372,39.1,1
96027,Siskiyou,1,1,1,20.5,780,135,17.3,1
96028,Shasta,1,1,1,39.5,537,87,16.2,1
96031,Siskiyou,1,1,1,1.2,14,6,42.9,1
96032,Siskiyou,1,1,1,52.3,790,206,26.1,1
96033,Shasta,1,1,1,38.5,100,45,45.0,1
96034,Siskiyou,1,1,1,65.8,81,7,8.6,0
96035,Tehama,1,1,1,0.1,757,19,2.5,0
96038,Siskiyou,1,1,1,67.5,162,16,9.9,0
96039,Siskiyou,1,1,1,1.7,186,77,41.4,1
96040,Shasta,1,1,1,14.8,99,27,27.3,1
96041,Trinity,1,1,1,21.3,622,132,21.2,1
96044,Siskiyou,1,1,1,86.6,395,79,20.0,1
96046,Trinity,1,1,1,21.3,74,11,14.9,0
96047,Shasta,1,1,1,94.7,254,102,40.2,1
96048,Trinity,1,1,1,13.4,231,71,30.7,1
96050,Siskiyou,1,1,1,45.9,108,40,37.0,1
96051,Shasta,1,1,1,36.9,629,277,44.0,1
96052,Trinity,1,1,1,47.8,576,199,34.5,1
96054,Modoc,1,1,1,33.4,75,11,14.7,0
96055,Tehama,1,1,1,64.2,1089,29,2.7,0
96056,Lassen,1,1,1,34.4,473,57,12.1,0
96057,Siskiyou,1,1,1,56.8,790,214,27.1,1
96058,Siskiyou,1,1,1,33.4,112,27,24.1,1
96059,Tehama,1,1,1,95.8,203,84,41.4,1
96061,Tehama,1,1,1,42.4,206,99,48.1,1
96062,Shasta,1,1,1,98.7,378,66,17.5,1
96063,Plumas,1,1,1,37.2,169,73,43.2,1
96064,Siskiyou,1,1,1,73.6,1438,163,11.3,0
96065,Shasta,1,1,1,94.6,194,93,47.9,1
96067,Siskiyou,1,1,1,29.9,3122,875,28.0,1
96069,Shasta,1,1,1,97.8,305,102,33.4,1
96071,Shasta,1,1,1,22.8,158,78,49.4,1
96073,Shasta,1,1,1,99.0,1612,151,9.4,0
96075,Tehama,1,1,1,90.4,76,40,52.6,1
96076,Shasta,1,1,1,41.3,29,13,44.8,1
96080,Tehama,1,1,1,76.5,8495,456,5.4,0
96085,Siskiyou,1,1,1,16.1,22,10,45.5,1
96086,Siskiyou,1,1,1,4.2,95,28,29.5,1
96087,Shasta,1,1,1,16.8,230,80,34.8,1
96088,Shasta,1,1,1,96.5,1978,909,46.0,1
96089,Shasta,1,1,1,,42,9,21.4,0
96091,Trinity,1,1,1,23.7,563,250,44.4,1
96093,Trinity,1,1,1,46.7,1399,266,19.0,1
96094,Siskiyou,1,1,1,53.0,2608,455,17.4,1
96096,Shasta,1,1,1,99.7,261,107,41.0,1
96097,Siskiyou,1,1,1,53.9,3112,510,16.4,1
96101,Modoc,1,1,1,29.6,1735,168,9.7,0
96103,Plumas,1,1,1,36.7,1420,592,41.7,1
96104,Modoc,1,1,1,6.7,229,28,12.2,0
96105,Plumas,1,1,1,35.5,187,51,27.3,1
96106,Plumas,1,1,1,79.5,353,144,40.8,1
96107,Mono,1,1,1,21.5,277,42,15.2,1
96108,Modoc,1,1,1,24.5,70,16,22.9,1
96109,Lassen,1,1,1,48.7,241,31,12.9,0
96110,Modoc,1,1,1,5.9,39,5,12.8,0
96111,Nevada,1,1,1,36.0,71,34,47.9,1
96112,Modoc,1,1,1,17.9,50,9,18.0,1
96113,Lassen,1,1,1,46.7,219,24,11.0,0
96114,Lassen,1,1,1,42.7,1004,283,28.2,1
96115,Modoc,1,1,1,6.5,39,16,41.0,1
96116,Modoc,1,1,1,14.0,50,7,14.0,0
96117,Lassen,1,1,1,20.0,83,14,16.9,1
96118,Sierra,1,1,1,19.2,535,101,18.9,1
96120,Alpine,1,1,1,15.9,439,203,46.2,1
96121,Lassen,1,1,1,30.8,126,38,30.2,1
96122,Plumas,1,1,1,47.5,1650,619,37.5,1
96123,Lassen,1,1,1,33.2,8,1,12.5,0
96124,Sierra,1,1,1,29.6,199,86,43.2,1
96125,Sierra,1,1,1,29.0,343,166,48.4,1
96126,Sierra,1,1,1,39.7,132,48,36.4,1
96128,Lassen,1,1,1,10.3,129,8,6.2,0
96129,Plumas,1,1,1,23.8,97,23,23.7,1
96130,Lassen,1,1,1,41.6,4990,640,12.8,0
96132,Lassen,1,1,1,50.3,10,1,10.0,0
96133,Mono,1,1,1,2.2,60,9,15.0,1
96134,Siskiyou,1,1,1,15.5,421,13,3.1,0
96136,Lassen,1,1,1,3.6,11,2,18.2,1
96137,Plumas,1,1,1,83.3,3146,1088,34.6,1
96140,Placer,1,1,1,41.7,1499,829,55.3,1
96141,Placer,1,1,1,31.2,1145,647,56.5,1
96142,El Dorado,1,1,1,35.0,1705,837,49.1,1
96143,Placer,1,1,1,52.6,1361,640,47.0,1
96145,Placer,1,1,1,23.5,2870,1686,58.7,1
96146,Placer,1,1,1,46.5,1219,911,74.7,1
96148,Placer,1,1,1,76.9,835,521,62.4,1
96150,El Dorado,1,1,1,18.4,15679,5116,32.6,1
96161,Nevada,1,1,1,58.8,13270,6443,48.6,1
97635,Lake,0,0,1,40.7,2,2,100.0,1
